2024-04-29 10:22:51: == 同步开始由 User Command
2024-04-29 10:22:51: 创建文件夹 Z:/E/web/hexo/public/categories/Linux/page/3
- 错误: Cannot create folder: 找不到路径。  (error 3)
2024-04-29 10:22:51: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2006/04/24/informal1/index.html' -> 'Z:/E/web/hexo/public/2006/04/24/informal1/index.html' (96,553) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/17/shi-nalanrongro/index.html' -> 'Z:/E/web/hexo/public/2022/07/17/shi-nalanrongro/index.html' (95,598) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/25/linux-aria2/index.html' -> 'Z:/E/web/hexo/public/2022/07/25/linux-aria2/index.html' (102,762) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/26/ubuntu-clash/index.html' -> 'Z:/E/web/hexo/public/2022/07/26/ubuntu-clash/index.html' (105,759) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/26/ubuntu-rc.local/index.html' -> 'Z:/E/web/hexo/public/2022/07/26/ubuntu-rc.local/index.html' (98,563) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/30/linux-transmission/index.html' -> 'Z:/E/web/hexo/public/2022/07/30/linux-transmission/index.html' (106,479) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/30/linux-v2raya/index.html' -> 'Z:/E/web/hexo/public/2022/07/30/linux-v2raya/index.html' (103,268) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/30/xray-xui/index.html' -> 'Z:/E/web/hexo/public/2022/07/30/xray-xui/index.html' (101,787) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/31/free-music-/index.html' -> 'Z:/E/web/hexo/public/2022/07/31/free-music-/index.html' (114,244)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/07/31/use-docker-portainer/index.html' -> 'Z:/E/web/hexo/public/2022/07/31/use-docker-portainer/index.html' (100,679)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/08/04/creat-wikijs/index.html' -> 'Z:/E/web/hexo/public/2022/08/04/creat-wikijs/index.html' (105,438)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/08/07/file_photo_video-share/index.html' -> 'Z:/E/web/hexo/public/2022/08/07/file_photo_video-share/index.html' (181,421)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/08/08/pichome/index.html' -> 'Z:/E/web/hexo/public/2022/08/08/pichome/index.html' (103,854) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/08/23/docker-alist/index.html' -> 'Z:/E/web/hexo/public/2022/08/23/docker-alist/index.html' (108,231) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/08/29/install-openwrt-istore/index.html' -> 'Z:/E/web/hexo/public/2022/08/29/install-openwrt-istore/index.html' (116,269) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/09/01/armbian-update-time/index.html' -> 'Z:/E/web/hexo/public/2022/09/01/armbian-update-time/index.html' (102,426) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/09/10/my-teamspeek/index.html' -> 'Z:/E/web/hexo/public/2022/09/10/my-teamspeek/index.html' (100,632) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/09/10/rsync-no-password-sync/index.html' -> 'Z:/E/web/hexo/public/2022/09/10/rsync-no-password-sync/index.html' (98,764) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/09/12/linux-systemd-service/index.html' -> 'Z:/E/web/hexo/public/2022/09/12/linux-systemd-service/index.html' (107,511) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/09/16/kms-server/index.html' -> 'Z:/E/web/hexo/public/2022/09/16/kms-server/index.html' (113,914)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/10/15/alltube-4kdownlowd/index.html' -> 'Z:/E/web/hexo/public/2022/10/15/alltube-4kdownlowd/index.html' (100,018) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/10/15/rustdesk/index.html' -> 'Z:/E/web/hexo/public/2022/10/15/rustdesk/index.html' (115,486) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/11/11/ngrok/index.html' -> 'Z:/E/web/hexo/public/2022/11/11/ngrok/index.html' (97,183) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2022/11/22/docker-install-openwrt/index.html' -> 'Z:/E/web/hexo/public/2022/11/22/docker-install-openwrt/index.html' (100,782) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/01/09/use-nemo/index.html' -> 'Z:/E/web/hexo/public/2023/01/09/use-nemo/index.html' (106,776) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/01/10/cloudflare-dns/index.html' -> 'Z:/E/web/hexo/public/2023/01/10/cloudflare-dns/index.html' (101,634) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/01/15/talebook/index.html' -> 'Z:/E/web/hexo/public/2023/01/15/talebook/index.html' (99,193) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/01/28/download-cctv-video/index.html' -> 'Z:/E/web/hexo/public/2023/01/28/download-cctv-video/index.html' (99,723) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/02/09/mir-setup/index.html' -> 'Z:/E/web/hexo/public/2023/02/09/mir-setup/index.html' (98,759) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/02/14/home-assistant-device/index.html' -> 'Z:/E/web/hexo/public/2023/02/14/home-assistant-device/index.html' (98,117) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/02/15/home-assistant/index.html' -> 'Z:/E/web/hexo/public/2023/02/15/home-assistant/index.html' (121,488)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/02/15/nodered/index.html' -> 'Z:/E/web/hexo/public/2023/02/15/nodered/index.html' (100,463) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/03/20/install-python3/index.html' -> 'Z:/E/web/hexo/public/2023/03/20/install-python3/index.html' (101,040) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/03/20/Panorama/index.html' -> 'Z:/E/web/hexo/public/2023/03/20/Panorama/index.html' (110,087) (User Action)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/03/23/ToMySelf-10YearsLater/index.html' -> 'Z:/E/web/hexo/public/2023/03/23/ToMySelf-10YearsLater/index.html' (97,492)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/03/29/deploy-chatgpt/index.html' -> 'Z:/E/web/hexo/public/2023/03/29/deploy-chatgpt/index.html' (104,883)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/03/29/reading-list/index.html' -> 'Z:/E/web/hexo/public/2023/03/29/reading-list/index.html' (98,904)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/01/chatgpt-install-use-mariadb/index.html' -> 'Z:/E/web/hexo/public/2023/04/01/chatgpt-install-use-mariadb/index.html' (113,118)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/01/chatgpt-ubuntu-frp/index.html' -> 'Z:/E/web/hexo/public/2023/04/01/chatgpt-ubuntu-frp/index.html' (102,924)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/01/ubuntu-install-nginx/index.html' -> 'Z:/E/web/hexo/public/2023/04/01/ubuntu-install-nginx/index.html' (108,081)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/02/git-github/index.html' -> 'Z:/E/web/hexo/public/2023/04/02/git-github/index.html' (97,847)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/05/github-action-hexo/index.html' -> 'Z:/E/web/hexo/public/2023/04/05/github-action-hexo/index.html' (109,768)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/18/sms-code/index.html' -> 'Z:/E/web/hexo/public/2023/04/18/sms-code/index.html' (100,599)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/23/father-is-60/index.html' -> 'Z:/E/web/hexo/public/2023/04/23/father-is-60/index.html' (96,999)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/21/watching-TV-notes/index.html' -> 'Z:/E/web/hexo/public/2023/04/21/watching-TV-notes/index.html' (96,000)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/23/npm-node/index.html' -> 'Z:/E/web/hexo/public/2023/04/23/npm-node/index.html' (96,814)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/26/AITalk-bbs/index.html' -> 'Z:/E/web/hexo/public/2023/04/26/AITalk-bbs/index.html' (96,355)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/04/27/chatgpt-talk-NewThought/index.html' -> 'Z:/E/web/hexo/public/2023/04/27/chatgpt-talk-NewThought/index.html' (97,638)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/05/08/old-photo-repair/index.html' -> 'Z:/E/web/hexo/public/2023/05/08/old-photo-repair/index.html' (122,265)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/05/16/Business-Email/index.html' -> 'Z:/E/web/hexo/public/2023/05/16/Business-Email/index.html' (113,530)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/05/29/HelloGitHub/index.html' -> 'Z:/E/web/hexo/public/2023/05/29/HelloGitHub/index.html' (115,752)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/06/11/HowToGet-MyLive/index.html' -> 'Z:/E/web/hexo/public/2023/06/11/HowToGet-MyLive/index.html' (100,173)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/06/27/clash-on-openwrt/index.html' -> 'Z:/E/web/hexo/public/2023/06/27/clash-on-openwrt/index.html' (115,677)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/09/05/wechat-videodownload/index.html' -> 'Z:/E/web/hexo/public/2023/09/05/wechat-videodownload/index.html' (104,304)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/11/12/ubuntu23-aptsource/index.html' -> 'Z:/E/web/hexo/public/2023/11/12/ubuntu23-aptsource/index.html' (116,230)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/11/13/new-shell-fish/index.html' -> 'Z:/E/web/hexo/public/2023/11/13/new-shell-fish/index.html' (120,625)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/11/22/files-photo-gallery8/index.html' -> 'Z:/E/web/hexo/public/2023/11/22/files-photo-gallery8/index.html' (128,291)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/11/28/Beyond_the_Clouds/index.html' -> 'Z:/E/web/hexo/public/2023/11/28/Beyond_the_Clouds/index.html' (103,018)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/12/02/twonav_pro/index.html' -> 'Z:/E/web/hexo/public/2023/12/02/twonav_pro/index.html' (99,252)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/12/18/backdoor-juicessh/index.html' -> 'Z:/E/web/hexo/public/2023/12/18/backdoor-juicessh/index.html' (99,227)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/12/22/airplay2-shairport/index.html' -> 'Z:/E/web/hexo/public/2023/12/22/airplay2-shairport/index.html' (114,927)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/12/25/use_memos/index.html' -> 'Z:/E/web/hexo/public/2023/12/25/use_memos/index.html' (104,400)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/12/26/remove_mariadb/index.html' -> 'Z:/E/web/hexo/public/2023/12/26/remove_mariadb/index.html' (101,570)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2023/12/28/tlbb_game_install-ubuntu/index.html' -> 'Z:/E/web/hexo/public/2023/12/28/tlbb_game_install-ubuntu/index.html' (113,036)
2024-04-29 10:22:52: 覆盖复制 'http://192.168.1.8:8081//home/livexy/hexo/public/2024/01/28/mir_game_install/index.html' -> 'Z:/E/web/hexo/public/2024/01/28/mir_game_install/index.html' (108,835)
